SSL_CK_RC4_128_WITH_MD5,0x010080,128,SSL_2_0
SSL_CK_RC4_128_EXPORT40_WITH_MD5,0x020080,40,SSL_2_0
SSL_CK_RC2_128_CBC_WITH_MD5,0x030080,128,SSL_2_0
SSL_CK_RC2_128_CBC_EXPORT40_WITH_MD5,0x040080,40,SSL_2_0
SSL_CK_IDEA_128_CBC_WITH_MD5,0x050080,128,SSL_2_0
SSL_CK_DES_64_CBC_WITH_MD5,0x060040,56,SSL_2_0
SSL_CK_DES_192_EDE3_CBC_WITH_MD5,0x0700c0,168,SSL_2_0
SSL_CK_RC4_64_WITH_MD5,0x080080,64,SSL_2_0
SSL_RC4_128_WITH_MD5,0x010080,128,SSL_3_0
SSL_RC4_128_EXPORT40_WITH_MD5,0x020080,40,SSL_3_0
SSL_RC2_128_CBC_WITH_MD5,0x030080,128,SSL_3_0
SSL_RC2_128_CBC_EXPORT40_WITH_MD5,0x040080,40,SSL_3_0
SSL_IDEA_128_CBC_WITH_MD5,0x050080,128,SSL_3_0
SSL_DES_64_CBC_WITH_MD5,0x060040,56,SSL_3_0
SSL_DES_192_EDE3_CBC_WITH_MD5,0x0700c0,168,SSL_3_0
SSL_NULL_WITH_NULL_NULL,0x00,0,SSL_3_0
SSL_RSA_WITH_NULL_MD5,0x01,0,SSL_3_0
SSL_RSA_WITH_NULL_SHA,0x02,0,SSL_3_0
SSL_RSA_EXPORT_WITH_RC4_40_MD5,0x03,40,SSL_3_0
SSL_RSA_WITH_RC4_128_MD5,0x04,128,SSL_3_0
SSL_RSA_WITH_RC4_128_SHA,0x05,128,SSL_3_0
SSL_RSA_EXPORT_WITH_RC2_CBC_40_MD5,0x06,40,SSL_3_0
SSL_RSA_WITH_IDEA_CBC_SHA,0x07,128,SSL_3_0
SSL_RSA_EXPORT_WITH_DES40_CBC_SHA,0x08,40,SSL_3_0
SSL_RSA_WITH_DES_CBC_SHA,0x09,56,SSL_3_0
SSL_RSA_WITH_3DES_EDE_CBC_SHA,0x0a,168,SSL_3_0
SSL_DH_DSS_EXPORT_WITH_DES40_CBC_SHA,0x0b,40,SSL_3_0
SSL_DH_DSS_WITH_DES_CBC_SHA,0x0c,56,SSL_3_0
SSL_DH_DSS_WITH_3DES_EDE_CBC_SHA,0x0d,168,SSL_3_0
SSL_DH_RSA_EXPORT_WITH_DES40_CBC_SHA,0x0e,40,SSL_3_0
SSL_DH_RSA_WITH_DES_CBC_SHA,0x0f,56,SSL_3_0
SSL_DH_RSA_WITH_3DES_EDE_CBC_SHA,0x10,168,SSL_3_0
SSL_DHE_DSS_EXPORT_WITH_DES40_CBC_SHA,0x11,40,SSL_3_0
SSL_DHE_DSS_WITH_DES_CBC_SHA,0x12,56,SSL_3_0
SSL_DHE_DSS_WITH_3DES_EDE_CBC_SHA,0x13,168,SSL_3_0
SSL_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA,0x14,40,SSL_3_0
SSL_DHE_RSA_WITH_DES_CBC_SHA,0x15,56,SSL_3_0
SSL_DHE_RSA_WITH_3DES_EDE_CBC_SHA,0x16,168,SSL_3_0
SSL_DH_anon_EXPORT_WITH_RC4_40_MD5,0x17,40,SSL_3_0
SSL_DH_anon_WITH_RC4_128_MD5,0x18,128,SSL_3_0
SSL_DH_anon_EXPORT_WITH_DES40_CBC_SHA,0x19,40,SSL_3_0
SSL_DH_anon_WITH_DES_CBC_SHA,0x1a,56,SSL_3_0
SSL_DH_anon_WITH_3DES_EDE_CBC_SHA,0x1b,168,SSL_3_0
SSL_FORTEZZA_KEA_WITH_NULL_SHA,0x1c,0,SSL_3_0
SSL_FORTEZZA_KEA_WITH_FORTEZZA_CBC_SHA,0x1d,96,SSL_3_0
SSL_FORTEZZA_KEA_WITH_RC4_128_SHA,0x1e,128,SSL_3_0
#TLS_RC4_128_WITH_MD5,0x010080,128,TLS_1_0
#TLS_RC4_128_EXPORT40_WITH_MD5,0x020080,40,TLS_1_0
#TLS_RC2_128_CBC_WITH_MD5,0x030080,128,TLS_1_0
#TLS_RC2_128_CBC_EXPORT40_WITH_MD5,0x040080,40,TLS_1_0
#TLS_IDEA_128_CBC_WITH_MD5,0x050080,128,TLS_1_0
#TLS_DES_64_CBC_WITH_MD5,0x060040,56,TLS_1_0
#TLS_DES_192_EDE3_CBC_WITH_MD5,0x0700c0,168,TLS_1_0
TLS_NULL_WITH_NULL_NULL,0x00,0,TLS_1_0
TLS_RSA_WITH_NULL_MD5,0x01,0,TLS_1_0
TLS_RSA_WITH_NULL_SHA,0x02,0,TLS_1_0
TLS_RSA_EXPORT_WITH_RC4_40_MD5,0x03,40,TLS_1_0
TLS_RSA_WITH_RC4_128_MD5,0x04,128,TLS_1_0
TLS_RSA_WITH_RC4_128_SHA,0x05,128,TLS_1_0
TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5,0x06,40,TLS_1_0
TLS_RSA_WITH_IDEA_CBC_SHA,0x07,128,TLS_1_0
TLS_RSA_EXPORT_WITH_DES40_CBC_SHA,0x08,40,TLS_1_0
TLS_RSA_WITH_DES_CBC_SHA,0x09,56,TLS_1_0
TLS_RSA_WITH_3DES_EDE_CBC_SHA,0x0a,168,TLS_1_0
TLS_DH_DSS_EXPORT_WITH_DES40_CBC_SHA,0x0b,40,TLS_1_0
TLS_DH_DSS_WITH_DES_CBC_SHA,0x0c,56,TLS_1_0
TLS_DH_DSS_WITH_3DES_EDE_CBC_SHA,0x0d,168,TLS_1_0
TLS_DH_RSA_EXPORT_WITH_DES40_CBC_SHA,0x0e,40,TLS_1_0
TLS_DH_RSA_WITH_DES_CBC_SHA,0x0f,56,TLS_1_0
TLS_DH_RSA_WITH_3DES_EDE_CBC_SHA,0x10,168,TLS_1_0
TLS_DHE_DSS_EXPORT_WITH_DES40_CBC_SHA,0x11,40,TLS_1_0
TLS_DHE_DSS_WITH_DES_CBC_SHA,0x12,56,TLS_1_0
TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,0x13,168,TLS_1_0
TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA,0x14,40,TLS_1_0
TLS_DHE_RSA_WITH_DES_CBC_SHA,0x15,56,TLS_1_0
TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA,0x16,168,TLS_1_0
TLS_DH_anon_EXPORT_WITH_RC4_40_MD5,0x17,40,TLS_1_0
TLS_DH_anon_WITH_RC4_128_MD5,0x18,128,TLS_1_0
TLS_DH_anon_EXPORT_WITH_DES40_CBC_SHA,0x19,40,TLS_1_0
TLS_DH_anon_WITH_DES_CBC_SHA,0x1a,56,TLS_1_0
TLS_DH_anon_WITH_3DES_EDE_CBC_SHA,0x1b,168,TLS_1_0
#TLS_KRB5_WITH_DES_CBC_SHA,0x1e,56,TLSKRB
#TLS_KRB5_WITH_3DES_EDE_CBC_SHA,0x1f,168,TLSKRB
#TLS_KRB5_WITH_RC4_128_SHA,0x20,128,TLSKRB
#TLS_KRB5_WITH_IDEA_CBC_SHA,0x21,128,TLSKRB
#TLS_KRB5_WITH_DES_CBC_MD5,0x22,56,TLSKRB
#TLS_KRB5_WITH_3DES_EDE_CBC_MD5,0x23,168,TLSKRB
#TLS_KRB5_WITH_RC4_128_MD5,0x24,128,TLSKRB
#TLS_KRB5_WITH_IDEA_CBC_MD5,0x25,128,TLSKRB
#TLS_KRB5_EXPORT_WITH_DES_CBC_40_SHA,0x26,40,TLSKRB
#TLS_KRB5_EXPORT_WITH_RC2_CBC_40_SHA,0x27,40,TLSKRB
#TLS_KRB5_EXPORT_WITH_RC4_40_SHA,0x28,40,TLSKRB
#TLS_KRB5_EXPORT_WITH_DES_CBC_40_MD5,0x29,40,TLSKRB
#TLS_KRB5_EXPORT_WITH_RC2_CBC_40_MD5,0x2a,40,TLSKRB
#TLS_KRB5_EXPORT_WITH_RC4_40_MD5,0x2b,40,TLSKRB
TLS_RSA_WITH_AES_128_CBC_SHA,0x2f,128,TLSAES
TLS_DH_DSS_WITH_AES_128_CBC_SHA,0x30,128,TLSAES
TLS_DH_RSA_WITH_AES_128_CBC_SHA,0x31,128,TLSAES
TLS_DHE_DSS_WITH_AES_128_CBC_SHA,0x32,128,TLSAES
TLS_DHE_RSA_WITH_AES_128_CBC_SHA,0x33,128,TLSAES
TLS_DH_anon_WITH_AES_128_CBC_SHA,0x34,128,TLSAES
TLS_RSA_WITH_AES_256_CBC_SHA,0x35,256,TLSAES
TLS_DH_DSS_WITH_AES_256_CBC_SHA,0x36,256,TLSAES
TLS_DH_RSA_WITH_AES_256_CBC_SHA,0x37,256,TLSAES
TLS_DHE_DSS_WITH_AES_256_CBC_SHA,0x38,256,TLSAES
TLS_DHE_RSA_WITH_AES_256_CBC_SHA,0x39,256,TLSAES
TLS_DH_anon_WITH_AES_256_CBC_SHA,0x3a,256,TLSAES
TLS_RSA_WITH_CAMELLIA_128_CBC_SHA,0x41,128,TLSCAM
TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA,0x42,128,TLSCAM
TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA,0x43,128,TLSCAM
TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA,0x44,128,TLSCAM
TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA,0x45,128,TLSCAM
TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA,0x46,128,TLSCAM
TLS_RSA_WITH_CAMELLIA_256_CBC_SHA,0x84,256,TLSCAM
TLS_DH_DSS_WITH_CAMELLIA_256_CBC_SHA,0x85,256,TLSCAM
TLS_DH_RSA_WITH_CAMELLIA_256_CBC_SHA,0x86,256,TLSCAM
TLS_DHE_DSS_WITH_CAMELLIA_256_CBC_SHA,0x87,256,TLSCAM
TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA,0x88,256,TLSCAM
TLS_DH_anon_WITH_CAMELLIA_256_CBC_SHA,0x89,256,TLSCAM
#TLS_PSK_WITH_RC4_128_SHA,0x8a,128,TLSPSK
#TLS_PSK_WITH_3DES_EDE_CBC_SHA,0x8b,168,TLSPSK
#TLS_PSK_WITH_AES_128_CBC_SHA,0x8c,128,TLSPSK
#TLS_PSK_WITH_AES_256_CBC_SHA,0x8d,256,TLSPSK
#TLS_DHE_PSK_WITH_RC4_128_SHA,0x8e,128,TLSPSK
#TLS_DHE_PSK_WITH_3DES_EDE_CBC_SHA,0x8f,168,TLSPSK
#TLS_DHE_PSK_WITH_AES_128_CBC_SHA,0x90,128,TLSPSK
#TLS_DHE_PSK_WITH_AES_256_CBC_SHA,0x91,256,TLSPSK
#TLS_RSA_PSK_WITH_RC4_128_SHA,0x92,128,TLSPSK
#TLS_RSA_PSK_WITH_3DES_EDE_CBC_SHA,0x93,168,TLSPSK
#TLS_RSA_PSK_WITH_AES_128_CBC_SHA,0x94,128,TLSPSK
#TLS_RSA_PSK_WITH_AES_256_CBC_SHA,0x95,256,TLSPSK
TLS_RSA_WITH_SEED_CBC_SHA,0x96,128,SEED
TLS_DH_DSS_WITH_SEED_CBC_SHA,0x97,128,SEED
TLS_DH_RSA_WITH_SEED_CBC_SHA,0x98,128,SEED
TLS_DHE_DSS_WITH_SEED_CBC_SHA,0x99,128,SEED
TLS_DHE_RSA_WITH_SEED_CBC_SHA,0x9a,128,SEED
TLS_DH_anon_WITH_SEED_CBC_SHA,0x9b,128,SEED
TLS_NULL_WITH_NULL_NULL,0x00,0,TLS_1_1
TLS_RSA_WITH_NULL_MD5,0x01,0,TLS_1_1
TLS_RSA_WITH_NULL_SHA,0x02,0,TLS_1_1
TLS_RSA_WITH_RC4_128_MD5,0x04,128,TLS_1_1
TLS_RSA_WITH_RC4_128_SHA,0x05,128,TLS_1_1
TLS_RSA_WITH_IDEA_CBC_SHA,0x07,128,TLS_1_1
TLS_RSA_WITH_DES_CBC_SHA,0x09,56,TLS_1_1
TLS_RSA_WITH_3DES_EDE_CBC_SHA,0x0a,168,TLS_1_1
TLS_DH_DSS_WITH_DES_CBC_SHA,0x0c,56,TLS_1_1
TLS_DH_DSS_WITH_3DES_EDE_CBC_SHA,0x0d,168,TLS_1_1
TLS_DH_RSA_WITH_DES_CBC_SHA,0x0f,56,TLS_1_1
TLS_DH_RSA_WITH_3DES_EDE_CBC_SHA,0x10,168,TLS_1_1
TLS_DHE_DSS_WITH_DES_CBC_SHA,0x12,56,TLS_1_1
TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,0x13,168,TLS_1_1
TLS_DHE_RSA_WITH_DES_CBC_SHA,0x15,56,TLS_1_1
TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA,0x16,168,TLS_1_1
TLS_DH_anon_WITH_RC4_128_MD5,0x18,128,TLS_1_1
TLS_DH_anon_WITH_DES_CBC_SHA,0x1a,56,TLS_1_1
TLS_DH_anon_WITH_3DES_EDE_CBC_SHA,0x1b,168,TLS_1_1
#TLS_KRB5_WITH_DES_CBC_SHA,0x1e,56,TLS_1_1
#TLS_KRB5_WITH_3DES_EDE_CBC_SHA,0x1f,168,TLS_1_1
#TLS_KRB5_WITH_RC4_128_SHA,0x20,128,TLS_1_1
#TLS_KRB5_WITH_IDEA_CBC_SHA,0x21,128,TLS_1_1
#TLS_KRB5_WITH_DES_CBC_MD5,0x22,56,TLS_1_1
#TLS_KRB5_WITH_3DES_EDE_CBC_MD5,0x23,168,TLS_1_1
#TLS_KRB5_WITH_RC4_128_MD5,0x24,128,TLS_1_1
#TLS_KRB5_WITH_IDEA_CBC_MD5,0x25,128,TLS_1_1
TLS_RSA_WITH_AES_128_CBC_SHA,0x2f,128,TLS_1_1
TLS_DH_DSS_WITH_AES_128_CBC_SHA,0x30,128,TLS_1_1
TLS_DH_RSA_WITH_AES_128_CBC_SHA,0x31,128,TLS_1_1
TLS_DHE_DSS_WITH_AES_128_CBC_SHA,0x32,128,TLS_1_1
TLS_DHE_RSA_WITH_AES_128_CBC_SHA,0x33,128,TLS_1_1
TLS_DH_anon_WITH_AES_128_CBC_SHA,0x34,128,TLS_1_1
TLS_RSA_WITH_AES_256_CBC_SHA,0x35,256,TLS_1_1
TLS_DH_DSS_WITH_AES_256_CBC_SHA,0x36,256,TLS_1_1
TLS_DH_RSA_WITH_AES_256_CBC_SHA,0x37,256,TLS_1_1
TLS_DHE_DSS_WITH_AES_256_CBC_SHA,0x38,256,TLS_1_1
TLS_DHE_RSA_WITH_AES_256_CBC_SHA,0x39,256,TLS_1_1
TLS_DH_anon_WITH_AES_256_CBC_SHA,0x3a,256,TLS_1_1
TLS_ECDH_ECDSA_WITH_NULL_SHA,0xc001,0,TLSECC
TLS_ECDH_ECDSA_WITH_RC4_128_SHA,0xc002,128,TLSECC
